"target_gene_source_value","drug_source_value","interaction_source_value"
"MAPK10","GW572738X","[Not Available]"
"MAPK10","CHEMBL248176","[Not Available]"
"MAPK10","CHEMBL1233749","[Not Available]"
"MAPK10","CHEMBL482708","[Not Available]"
"MAPK10","CHEMBL485323","[Not Available]"
"MAPK10","CHEMBL1083185","[Not Available]"
"MAPK10","CEFORANIDE","inhibitor"
"MAPK10","METARAMINOL","inhibitor"
"MAPK10","HEXANE","inhibitor"
"MAPK10","GW620972X","inhibitor"
"MAPK10","CHOLESTEROL","inhibitor"
"MAPK10","CHEMBL210618","inhibitor"
"MAPK10","ARSENIC TRIOXIDE","[Not Available]"
"MAPK10","ATORVASTATIN","[Not Available]"
"MAPK10","EPINEPHRINE","[Not Available]"
"MAPK10","IRINOTECAN","[Not Available]"
"MAPK10","ISOPROTERENOL","[Not Available]"
"MAPK10","MITOMYCIN","[Not Available]"
"MAPK10","NORDIHYDROGUAIARETIC ACID","[Not Available]"
"MAPK10","CHEMBL35482","[Not Available]"
"MAPK10","SIROLIMUS","[Not Available]"
"MAPK10","WORTMANNIN","[Not Available]"
"MAPK10","Bentamapimod","inhibitor"
"MAPK10","CC-401","inhibitor"
"MAPK10","TANZISERTIB","inhibitor"
"LIPC","ATORVASTATIN","[Not Available]"
"LIPC","PENTOSAN POLYSULFATE SODIUM","[Not Available]"
"LIPC","HEPARIN","[Not Available]"
"LIPC","ALCOHOL","[Not Available]"
"PSMD12","IXAZOMIB CITRATE","inhibitor"
"PSMD12","OPROZOMIB","inhibitor"
"PSMD12","CARFILZOMIB","inhibitor"
"PSMD12","BORTEZOMIB","inhibitor"
"SUV39H1","CHAETOCIN","inhibitor"
"PKN3","QUERCETIN","inhibitor"
"UGT1A5","ESTRONE","[Not Available]"
"UGT1A5","MITOXANTRONE","[Not Available]"
"UGT1A5","PHENOBARBITAL","[Not Available]"
"UGT1A5","TRANILAST","[Not Available]"
"UGT1A5","7-ETHYL-10-HYDROXY-CAMPTOTHECIN","[Not Available]"
"UGT1A5","LAMOTRIGINE","[Not Available]"
"UGT1A5","TESTOSTERONE","[Not Available]"
"PDHA1","CHEMBL1161866","[Not Available]"
"PDHA1","CHEMBL3186849","[Not Available]"
"IL2RG","DENILEUKIN DIFTITOX","[Not Available]"
"IL2RG","HUMAN INTERLEUKIN-2","agonist"
"IL2RG","DACLIZUMAB","inhibitor"
"IL2RG","BASILIXIMAB","inhibitor"
"MUC16","ABAGOVOMAB","[Not Available]"
"MUC16","OREGOVOMAB","[Not Available]"
"MUC16","CYCLOSPORINE","[Not Available]"
"MUC16","DOCETAXEL","[Not Available]"
"MUC16","ETOPOSIDE","[Not Available]"
"MUC16","SODIUM BUTYRATE","[Not Available]"
"MUC16","TAMOXIFEN","[Not Available]"
"MUC16","TOPOTECAN","[Not Available]"
"MUC16","BUSERELIN ACETATE","[Not Available]"
"PAK6","GSK-690693","inhibitor"
"KAT8","CHEMBL1215739","inhibitor"
"EPOR","EPOETIN ALFA","agonist"
"EPOR","DARBEPOETIN ALFA","agonist"
"EPOR","PEGINESATIDE","c(""agonist"", ""stimulator"")"
"EPOR","3,5 DIBROMOTYROSINE","[Not Available]"
"EPOR","EPOETIN ZETA","agonist"
"EPOR","METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA","stimulator"
"EPOR","CAPSAICIN","[Not Available]"
"EPOR","PEGINESATIDE ACETATE","agonist"
"EPOR","EPOETIN BETA","[Not Available]"
"CARM1","CHEMBL468927","inhibitor"
"CARM1","PREGNENOLONE","inhibitor"
"NOTCH4","NIROGACESTAT","inhibitor"
"NOTCH4","REGN-421","antibody"
"KCNQ5","EZOGABINE","c(""blocker"", ""activator"")"
"KCNQ5","FLINDOKALNER","activator"
"KCNQ5","CHEMBL317935","activator"
"KCNQ5","LINOPIRDINE","channel blocker"
"KCNQ5","CHEMBL342375","channel blocker"
"KCNQ5","DALFAMPRIDINE","blocker"
"KCNQ5","GUANIDINE HYDROCHLORIDE","blocker"
"KCNQ5","TEDISAMIL","blocker"
"KCNQ5","NERISPIRDINE","blocker"
"KCNQ5","CELECOXIB","[Not Available]"
"PIK3CD","RG-7666","inhibitor"
"PIK3CD","PF-04691502","inhibitor"
"PIK3CD","RECILISIB","inhibitor"
"PIK3CD","PA-799","inhibitor"
"PIK3CD","VOXTALISIB","inhibitor"
"PIK3CD","CHEMBL1213083","[Not Available]"
"PIK3CD","ALPELISIB","inhibitor"
"PIK3CD","AMG-319","inhibitor"
"PIK3CD","APITOLISIB","inhibitor"
"PIK3CD","AZD-6482","inhibitor"
"PIK3CD","AZD-8186","inhibitor"
"PIK3CD","CANDICIDIN","inhibitor"
"PIK3CD","CUDC-907","inhibitor"
"PIK3CD","DACTOLISIB","inhibitor"
"PIK3CD","DUVELISIB","inhibitor"
"PIK3CD","PHENMETRAZINE","inhibitor"
"PIK3CD","IDELALISIB","inhibitor"
"PIK3CD","INK-128","inhibitor"
"PIK3CD","OXAZEPAM","inhibitor"
"PIK3CD","CHEMBL1086377","inhibitor"
"PIK3CD","LY-294002","inhibitor"
"PIK3CD","LY-3023414","inhibitor"
"PIK3CD","OMIPALISIB","inhibitor"
"PIK3CD","PI-103","inhibitor"
"PIK3CD","CHEMBL568150","inhibitor"
"PIK3CD","PICTILISIB","inhibitor"
"PIK3CD","PILARALISIB (CHEMBL3360203)","inhibitor"
"PIK3CD","CHEMBL1081312","inhibitor"
"PIK3CD","YOHIMBINE","inhibitor"
"PIK3CD","TASELISIB","inhibitor"
"PIK3CD","TG100-115","inhibitor"
"PIK3CD","VS-5584","inhibitor"
"PIK3CD","ZSTK-474","inhibitor"
"PIK3CD","DS-7423","inhibitor"
"PIK3CD","GSK-1059615","inhibitor"
"PIK3CD","RP-6530","inhibitor"
"PIK3CD","TGR-1202","inhibitor"
"PIK3CD","WX-037","inhibitor"
"PIK3CD","INCB-040093","inhibitor"
"PIK3CD","Puquitinib","inhibitor"
"PIK3CD","COPANLISIB","inhibitor"
"PIK3CD","Acalisib","inhibitor"
"PIK3CD","GEDATOLISIB","inhibitor"
"PIK3CD","SONOLISIB","inhibitor"
"PIK3CD","GSK-2269557","inhibitor"
"PIK3CD","SF-1126","inhibitor"
"PIK3CD","QUERCETIN","inhibitor"
"PIK3CD","PILARALISIB (CHEMBL3218575)","inhibitor"
"PIK3CD","BUPARLISIB","inhibitor"
"PIK3CD","CAL-263","inhibitor"
"PIK3CD","BGT-226 (CHEMBL3545096)","inhibitor"
"PIK3CD","GSK-2636771","inhibitor"
"PIK3CD","Panulisib","inhibitor"
"PIK3CD","PWT-33587","inhibitor"
"PIK3CD","INCB-40093","inhibitor"
"PIK3CD","ME-401","inhibitor"
"PIK3CD","RIGOSERTIB","[Not Available]"
"PIK3CD","BUPARLISIB HYDROCHLORIDE","inhibitor"
"SLC15A1","CEFOTAXIME","[Not Available]"
"SLC15A1","OXACILLIN","[Not Available]"
"SLC15A1","ACYCLOVIR","[Not Available]"
"ABCB4","CYCLOSPORINE","[Not Available]"
"ABCB4","MITOMYCIN","[Not Available]"
"ABCB4","CURCUMIN","inhibitor"
"ABCB4","CHEMBL80117","inhibitor"
"ABCB4","TARIQUIDAR","modulator"
"ABCB4","VALSPODAR","modulator"
"ABCB4","BENZQUINAMIDE","inhibitor"
"ABCB4","VINBLASTINE","[Not Available]"
"ABCB4","VINCRISTINE","[Not Available]"
"ABCB4","ORTATAXEL","modulator"
"ABCB4","PRAMLINTIDE","agonist"
"ABCB4","AMYLIN","agonist"
"ABCB4","CALCITONIN","agonist"
"HTR2A","VENLAFAXINE","[Not Available]"
"HTR2A","ITI-007 (CHEMBL3545044)","antagonist"
"HTR2A","CHLORPROTHIXENE","antagonist"
"HTR2A","Trelanserin","antagonist"
"HTR2A","CHLORPROMAZINE HYDROCHLORIDE","antagonist"
"HTR2A","CLOZAPINE","antagonist"
"HTR2A","MIANSERIN","antagonist"
"HTR2A","THIOTHIXENE","antagonist"
"HTR2A","THIOTHIXENE HYDROCHLORIDE","antagonist"
"HTR2A","TRIFLUOPERAZINE HYDROCHLORIDE","antagonist"
"HTR2A","METHYSERGIDE","antagonist"
"HTR2A","CABERGOLINE","agonist"
"HTR2A","ROPINIROLE","agonist"
"HTR2A","OLANZAPINE","antagonist"
"HTR2A","MIRTAZAPINE","antagonist"
"HTR2A","LOXAPINE","antagonist"
"HTR2A","REMOXIPRIDE","[Not Available]"
"HTR2A","PROMAZINE","antagonist"
"HTR2A","AMOXAPINE","antagonist"
"HTR2A","LISURIDE","agonist"
"HTR2A","CISAPRIDE","agonist"
"HTR2A","ERGOTAMINE","agonist"
"HTR2A","APOMORPHINE","c(""agonist"", ""antagonist"")"
"HTR2A","RISPERIDONE","antagonist"
"HTR2A","PROPIOMAZINE","antagonist"
"HTR2A","MINAPRINE","antagonist"
"HTR2A","FLUPENTIXOL","antagonist"
"HTR2A","MESORIDAZINE","antagonist"
"HTR2A","TEGASEROD","antagonist"
"HTR2A","ARIPIPRAZOLE","c(""agonist"", ""antagonist"")"
"HTR2A","N-DESMETHYLCLOZAPINE","[Not Available]"
"HTR2A","PALIPERIDONE","antagonist"
"HTR2A","YOHIMBINE","antagonist"
"HTR2A","LEVOMEPROMAZINE","antagonist"
"HTR2A","CHEMBL126506","agonist"
"HTR2A","METHYLENEDIOXYMETHAMPHETAMINE","agonist"
"HTR2A","N,N-DIMETHYLTRYPTAMINE","[Not Available]"
"HTR2A","ACEPROMAZINE","antagonist"
"HTR2A","PIPOTIAZINE","antagonist"
"HTR2A","THIOPROPERAZINE","antagonist"
"HTR2A","ZUCLOPENTHIXOL","antagonist"
"HTR2A","ANIRACETAM","[Not Available]"
"HTR2A","FLUSPIRILENE","antagonist"
"HTR2A","FLIBANSERIN","c(""agonist"", ""antagonist"")"
"HTR2A","ILOPERIDONE","antagonist"
"HTR2A","NELOTANSERIN","inverse agonist"
"HTR2A","LY2624803","[Not Available]"
"HTR2A","TEMANOGREL","inverse agonist"
"HTR2A","PIMAVANSERIN","c(""antagonist"", ""inverse agonist"")"
"HTR2A","CHEMBL609728","[Not Available]"
"HTR2A","CHEMBL513521","[Not Available]"
"HTR2A","CARIPRAZINE","antagonist"
"HTR2A","SERTINDOLE","antagonist"
"HTR2A","AMISULPRIDE","antagonist"
"HTR2A","DERAMCICLANE","antagonist"
"HTR2A","ESMIRTAZAPINE","inverse agonist"
"HTR2A","CINITAPRIDE","antagonist"
"HTR2A","LURASIDONE","antagonist"
"HTR2A","AMPEROZIDE","antagonist"
"HTR2A","BUTRIPTYLINE","antagonist"
"HTR2A","BREXPIPRAZOLE","antagonist"
"HTR2A","KETANSERIN","antagonist"
"HTR2A","LITHIUM","[Not Available]"
"HTR2A","ONDANSETRON","[Not Available]"
"HTR2A","CARPHENAZINE MALEATE","antagonist"
"HTR2A","FANANSERIN","antagonist"
"HTR2A","VABICASERIN HYDROCHLORIDE","antagonist"
"HTR2A","ESMIRTAZAPINE MALEATE","antagonist"
"HTR2A","VOLINANSERIN","antagonist"
"HTR2A","IFERANSERIN","antagonist"
"HTR2A","EPLIVANSERIN","antagonist"
"HTR2A","CHLORPROMAZINE","antagonist"
"HTR2A","TRAZODONE HYDROCHLORIDE","antagonist"
"HTR2A","DROPERIDOL","antagonist"
"HTR2A","ASENAPINE MALEATE","antagonist"
"HTR2A","LOXAPINE HYDROCHLORIDE","antagonist"
"HTR2A","LOXAPINE SUCCINATE","antagonist"
"HTR2A","LURASIDONE HYDROCHLORIDE","antagonist"
"HTR2A","MOLINDONE HYDROCHLORIDE","antagonist"
"HTR2A","OLANZAPINE PAMOATE","antagonist"
"HTR2A","PALIPERIDONE PALMITATE","antagonist"
"HTR2A","PROMAZINE HYDROCHLORIDE","antagonist"
"HTR2A","QUETIAPINE FUMARATE","antagonist"
"HTR2A","PIMOZIDE","antagonist"
"HTR2A","HALOPERIDOL DECANOATE","antagonist"
"HTR2A","HALOPERIDOL LACTATE","antagonist"
"HTR2A","THIORIDAZINE","antagonist"
"HTR2A","ZIPRASIDONE HYDROCHLORIDE","antagonist"
"HTR2A","ZIPRASIDONE MESYLATE","antagonist"
"HTR2A","EPLIVANSERIN FUMARATE","binder"
"HTR2A","THIETHYLPERAZINE","[Not Available]"
"HTR2A","CYCLOBENZAPRINE HYDROCHLORIDE","antagonist"
"HTR2A","DOXEPIN","[Not Available]"
"HTR2A","PAROXETINE","[Not Available]"
"HTR2A","PROCHLORPERAZINE","[Not Available]"
"HTR2A","AMITRIPTYLINE","[Not Available]"
"HTR2A","ASENAPINE (CHEMBL3187365)","antagonist"
"HTR2A","QUETIAPINE","c(""agonist"", ""antagonist"")"
"HTR2A","CYCLOBENZAPRINE","[Not Available]"
"HTR2A","CYPROHEPTADINE","[Not Available]"
"HTR2A","BIFEPRUNOX","[Not Available]"
"HTR2A","TRAZODONE","antagonist"
"HTR2A","ZIPRASIDONE","antagonist"
"HTR2A","ABAPERIDONE (CHEMBL151475)","antagonist"
"HTR2A","CHEMBL430798","antagonist"
"HTR2A","CHEMBL2078915","antagonist"
"HTR2A","SB-773812","antagonist"
"HTR2A","MESORIDAZINE BESYLATE","antagonist"
"HTR2A","OCAPERIDONE","antagonist"
"HTR2A","CHEMBL1079460","inhibitor"
"HTR2A","ADATANSERIN","antagonist"
"HTR2A","NEFAZODONE","antagonist"
"HTR2A","ARIPIPRAZOLE LAUROXIL","antagonist"
"HTR2A","HALOPERIDOL","antagonist"
"HTR2A","FLUOXETINE","[Not Available]"
"HTR2A","CHEMBL504548","antagonist"
"HTR2A","NEFAZODONE HYDROCHLORIDE","antagonist"
"HTR2A","PRUVANSERIN","antagonist"
"HTR2A","PIMAVANSERIN TARTRATE","inverse agonist"
"HTR2A","BLONANSERIN","antagonist"
"HTR2A","NEMIFITIDE","[Not Available]"
"HTR2A","TERGURIDE","agonist"
"HTR2A","RENZAPRIDE","[Not Available]"
"HTR2A","TEDATIOXETINE","antagonist"
"HTR2A","THIORIDAZINE HYDROCHLORIDE","antagonist"
"HTR2A","CHEMBL1188853","antagonist"
"HTR2A","SARPOGRELATE","antagonist"
"HTR2A","LUBAZODONE HYDROCHLORIDE","inhibitor"
"HTR2A","TRIMIPRAMINE MALEATE","antagonist"
"HTR2A","RELENOPRIDE","agonist"
"HTR2A","SEROTONIN","agonist"
"HTR2A","5-METHOXYTRYPTAMINE","agonist"
"HTR2A","8-OH-DPAT","agonist"
"HTR2A","CHEMBL133455","agonist"
"HTR2A","BRL-15,572","agonist"
"HTR2A","BROLAMFETAMINE","agonist"
"HTR2A","CHEMBL1600780","agonist"
"HTR2A","DONITRIPTAN","agonist"
"HTR2A","GR-127935","agonist"
"HTR2A","EPOPROSTENOL","agonist"
"HTR2A","CHEMBL134519","agonist"
"HTR2A","LORCASERIN","agonist"
"HTR2A","LYSERGIDE","agonist"
"HTR2A","CHEMBL3186179","agonist"
"HTR2A","METHYLERGONOVINE","agonist"
"HTR2A","MK-212","agonist"
"HTR2A","CHEMBL506999","agonist"
"HTR2A","PERGOLIDE","agonist"
"HTR2A","PINDOLOL","c(""agonist"", ""antagonist"")"
"HTR2A","QUINPIROLE","agonist"
"HTR2A","QUIPAZINE","agonist"
"HTR2A","CHEMBL76781","agonist"
"HTR2A","RU-24969","agonist"
"HTR2A","CHEMBL20963","agonist"
"HTR2A","TRYPTAMINE","agonist"
"HTR2A","CHEMBL309760","agonist"
"HTR2A","BROMOCRIPTINE","agonist"
"HTR2A","Capeserod","agonist"
"HTR2A","CHLOROPHENYLPIPERAZINE","agonist"
"HTR2A","AGOMELATINE","antagonist"
"HTR2A","AMESERGIDE","antagonist"
"HTR2A","BUFOTENINE","antagonist"
"HTR2A","CHEMBL1255588","antagonist"
"HTR2A","CYAMEMAZINE","antagonist"
"HTR2A","DULOXETINE","antagonist"
"HTR2A","ACETIC ACID","antagonist"
"HTR2A","FLUPHENAZINE","antagonist"
"HTR2A","GLEMANSERIN","antagonist"
"HTR2A","ACETAMIDE","antagonist"
"HTR2A","ACETONE","antagonist"
"HTR2A","CHEMBL1356280","antagonist"
"HTR2A","CHEMBL52422","antagonist"
"HTR2A","MESULERGINE","antagonist"
"HTR2A","METERGOLINE","antagonist"
"HTR2A","METITEPINE","antagonist"
"HTR2A","MOLINDONE","antagonist"
"HTR2A","PERPHENAZINE","antagonist"
"HTR2A","PIPAMPERONE","antagonist"
"HTR2A","RITANSERIN","antagonist"
"HTR2A","ROXINDOLE","antagonist"
"HTR2A","RS-102,221","antagonist"
"HTR2A","CHEMBL473186","antagonist"
"HTR2A","CHEMBL65280","antagonist"
"HTR2A","CHEMBL297784","antagonist"
"HTR2A","SB-224289","antagonist"
"HTR2A","CHEMBL14276","antagonist"
"HTR2A","SB-242084","antagonist"
"HTR2A","SB-243213","antagonist"
"HTR2A","CHEMBL316069","antagonist"
"HTR2A","SERGOLEXOLE","antagonist"
"HTR2A","SPIPERONE","antagonist"
"HTR2A","SPIRAMIDE","antagonist"
"HTR2A","ERGOCALCIFEROL","antagonist"
"HTR2A","[3H]KETANSERIN","antagonist"
"HTR2A","TRIFLUOPERAZINE","antagonist"
"HTR2A","VORTIOXETINE","antagonist"
"HTR2A","XANOMELINE","antagonist"
"HTR2A","ZOTEPINE","antagonist"
"CTSA","BOCEPREVIR","inhibitor"
"CTSA","TELAPREVIR","inhibitor"
"SLC7A8","L-PHENYLALANINE","[Not Available]"
"SLC7A8","L-ALANINE","[Not Available]"
"GNAQ","SELUMETINIB","[Not Available]"
"GNAQ","PD-0325901","[Not Available]"
"GNAQ","PLX-4720","[Not Available]"
"GNAQ","EVEROLIMUS","[Not Available]"
"GNAQ","BINIMETINIB","[Not Available]"
"GNAQ","VERTEPORFIN","[Not Available]"
"GNAQ","ENZASTAURIN","[Not Available]"
"GNAQ","OMIPALISIB","[Not Available]"
"GNAQ","TRAMETINIB","[Not Available]"
"GNAQ","U-0126","[Not Available]"
"GNAQ","TAK-733","[Not Available]"
"GNAQ","Refametinib","[Not Available]"
"PPIG","L-PROLINE","[Not Available]"
"MAEA","TETRACHLORODECAOXIDE","[Not Available]"
"IL4I1","FLAVIN ADENINE DINUCLEOTIDE","[Not Available]"
"IL4I1","ANTHRANILIC ACID","[Not Available]"
"IL4I1","CITRIC ACID","[Not Available]"
"CSF2","PERFOSFAMIDE","[Not Available]"
"CSF2","ACLARUBICIN","[Not Available]"
"CSF2","AMIKACIN","[Not Available]"
"CSF2","CYTARABINE","[Not Available]"
"CSF2","DIAZIQUONE","[Not Available]"
"CSF2","BCG VACCINE","[Not Available]"
"CSF2","BECLOMETHASONE DIPROPIONATE","[Not Available]"
"CSF2","CETIRIZINE","[Not Available]"
"CSF2","CILOSTAZOL","[Not Available]"
"CSF2","STAVUDINE","[Not Available]"
"CSF2","DITIOCARB","[Not Available]"
"CSF2","EPIGALOCATECHIN GALLATE","[Not Available]"
"CSF2","ETANERCEPT","[Not Available]"
"CSF2","ALCOHOL","[Not Available]"
"CSF2","FAMCICLOVIR","[Not Available]"
"CSF2","FLUTICASONE PROPIONATE","[Not Available]"
"CSF2","LACTULOSE HYDRATE","[Not Available]"
"CSF2","MECHLORETHAMINE","[Not Available]"
"CSF2","METHIMAZOLE","[Not Available]"
"CSF2","MYCOPHENOLATE MOFETIL","[Not Available]"
"CSF2","MYCOPHENOLIC ACID","[Not Available]"
"CSF2","VINORELBIN DITARTRATE","[Not Available]"
"CSF2","NORDIHYDROGUAIARETIC ACID","[Not Available]"
"CSF2","OMEPRAZOLE","[Not Available]"
"CSF2","PROCARBAZINE","[Not Available]"
"CSF2","ROQUINIMEX","[Not Available]"
"CSF2","SODIUM SALICYLATE","[Not Available]"
"CSF2","STAUROSPORINE","[Not Available]"
"CSF2","STREPTOZOTOCIN","[Not Available]"
"CSF2","TEMOZOLOMIDE","[Not Available]"
"CSF2","TERFENADINE","[Not Available]"
"CSF2","TETANUS TOXOID","[Not Available]"
"CSF2","TICARCILLIN","[Not Available]"
"CSF2","TRIFLUOPERAZINE","[Not Available]"
"CSF2","VINBLASTINE","[Not Available]"
"CSF2","KB-003","inhibitor"
"CSF2","MOR-103","inhibitor"
"CSF2","REGRAMOSTIM","[Not Available]"
"CSF2","MILTEFOSINE","[Not Available]"
"CSF2","ISOPROTERENOL","[Not Available]"
"CSF2","NAMILUMAB","inhibitor"
"CSF2","IDARUBICIN","[Not Available]"
"CSF2","INDINAVIR","[Not Available]"
"CSF2","INTERFERON ALFA-2B","[Not Available]"
"CSF2","MT-203","[Not Available]"
"UAP1","CHEMBL50267","[Not Available]"
"LIAS","LIPOIC ACID","[Not Available]"
"CASP8","EMRICASAN","inhibitor"
"CASP8","NIVOCASAN","inhibitor"
"CASP8","CONATUMUMAB","[Not Available]"
"ACVR1C","ETHAMBUTOL HYDROCHLORIDE","agonist"
"ACVR1C","PROPIDIUM","agonist"
"ACVR1C","SB-431542","inhibitor"
"ACVR1C","PJ34 (CHEMBL372303)","agonist"
"PPM1A","NORTRIPTYLINE","[Not Available]"
"NSDHL","CHEMBL1161866","[Not Available]"
"GLTP","DODECANOATE","[Not Available]"
"GLTP","SPHINGOSINE","[Not Available]"
"GLTP","DECANOIC ACID","[Not Available]"
"GLTP","OLEIC ACID","[Not Available]"
"GLTP","LACTOSE, ANHYDROUS","[Not Available]"
"GRK6","BALANOL","inhibitor"
"GUK1","CHEMBL283807","[Not Available]"
"PTH","NORLEUCINE","[Not Available]"
"PTH","ASPIRIN","[Not Available]"
"PTH","ATENOLOL","[Not Available]"
"PTH","AZATHIOPRINE","[Not Available]"
"PTH","BECLOMETHASONE DIPROPIONATE","[Not Available]"
"PTH","BRYOSTATIN","[Not Available]"
"PTH","CALCITONIN","[Not Available]"
"PTH","CALCIUM GLUCONATE","[Not Available]"
"PTH","CLOMIPHENE","[Not Available]"
"PTH","CLOMIPHENE CITRATE","[Not Available]"
"PTH","ESTROGENS, CONJUGATED","[Not Available]"
"PTH","LAMIVUDINE","[Not Available]"
"PTH","LYCOPENE","[Not Available]"
"PTH","MIDAZOLAM","[Not Available]"
"PTH","PAMIDRONATE DISODIUM","[Not Available]"
"PTH","PENICILLAMINE","[Not Available]"
"PTH","POTASSIUM CITRATE","[Not Available]"
"PTH","PUROMYCIN","[Not Available]"
"PTH","RANITIDINE","[Not Available]"
"PTH","TRILOSTANE","[Not Available]"
"PTH","VITAMIN E","[Not Available]"
"PTH","VITAMIN K","[Not Available]"
"PTH","TARGININE","[Not Available]"
"PTH","PHENOBARBITAL","[Not Available]"
"PTH","GALLIUM NITRATE","[Not Available]"
"PTH","HYDROXYUREA","[Not Available]"
"PTH","IBANDRONIC ACID","[Not Available]"
"LPAR2","PROSCILLARIDIN","agonist"
"LPAR2","FARNESYL DIPHOSPHATE","agonist"
"LPAR2","CYCLOPENTOLATE","antagonist"
"LPAR2","CYCLOPHOSPHAMIDE","antagonist"
"LPAR2","CAFFEINE","[Not Available]"
"LPAR2","MORPHINE","[Not Available]"
"LPAR2","OCTREOTIDE","[Not Available]"
"ACP2","ATENOLOL","[Not Available]"
"ACP2","VERAPAMIL","[Not Available]"
"SF3B1","CHEMBL1221944","[Not Available]"
"ATP2A2","ENOXACIN","inhibitor"
"ATP2A2","CELECOXIB","[Not Available]"
"ATP2A2","ISTAROXIME","[Not Available]"
"NEK1","UNDECANOATE","inhibitor"
"STAB2","ALBUMIN HUMAN","[Not Available]"
"STAB2","HYALURONIC ACID","binder"
"NPY5R","CHEMBL435278","[Not Available]"
"NPY5R","VELNEPERIT","antagonist"
"NPY5R","S-237648","antagonist"
"NPY5R","CHEMBL438914","antagonist"
"NPY5R","FR-79620","antagonist"
"ERCC6","HYDROGEN PEROXIDE","[Not Available]"
"ERCC6","CYCLOSPORINE","[Not Available]"
"ERCC6","DEXTROMETHORPHAN","[Not Available]"
"SERPINB6","DROTRECOGIN ALFA (ACTIVATED)","[Not Available]"
"CD86","ABATACEPT","c(""antagonist"", ""binder"", ""inhibitor"")"
"CD86","BELATACEPT","inhibitor"
"CD86","TERFENADINE","[Not Available]"
"CD86","DEXAMETHASONE","[Not Available]"
"CD86","BELAPERIDONE","[Not Available]"
"CD86","INDOMETHACIN","[Not Available]"
"CD86","PAMIDRONIC ACID","[Not Available]"
"CD86","ROXITHROMYCIN","[Not Available]"
"ERO1LB","FLAVIN ADENINE DINUCLEOTIDE","[Not Available]"
"ERO1LB","BITOSCANATE","[Not Available]"
"DPP4","CHEMBL63895","[Not Available]"
"DPP4","SAXAGLIPTIN HYDROCHLORIDE","inhibitor"
"DPP4","CARMEGLIPTIN","inhibitor"
"DPP4","VILDAGLIPTIN","inhibitor"
"DPP4","BEGELOMAB","c(""antibody"", ""inhibitor"")"
"DPP4","ALOGLIPTIN","inhibitor"
"DPP4","DESERPIDINE","inhibitor"
"DPP4","LINAGLIPTIN","inhibitor"
"DPP4","OMARIGLIPTIN","inhibitor"
"DPP4","SAXAGLIPTIN","inhibitor"
"DPP4","SITAGLIPTIN","inhibitor"
"DPP4","CHEMBL383705","[Not Available]"
"DPP4","CHEMBL34062","[Not Available]"
"DPP4","CHEMBL525028","[Not Available]"
"DPP4","CHEMBL382127","[Not Available]"
"DPP4","CHEMBL381806","[Not Available]"
"DPP4","CHEMBL1230015","[Not Available]"
"DPP4","CHEMBL1230044","[Not Available]"
"DPP4","CHEMBL374936","[Not Available]"
"DPP4","CHEMBL233360","[Not Available]"
"DPP4","CHEMBL250787","[Not Available]"
"DPP4","CHEMBL385711","[Not Available]"
"DPP4","CHEMBL452289","[Not Available]"
"DPP4","CHEMBL1197118","[Not Available]"
"DPP4","CHEMBL272114","[Not Available]"
"DPP4","CHEMBL217271","[Not Available]"
"DPP4","CHEMBL1230763","[Not Available]"
"DPP4","CHEMBL257036","[Not Available]"
"DPP4","CHEMBL1232261","[Not Available]"
"DPP4","CHEMBL425584","[Not Available]"
"DPP4","CHEMBL225210","[Not Available]"
"DPP4","CHEMBL1234200","[Not Available]"
"DPP4","GOSOGLIPTIN","inhibitor"
"DPP4","CHEMBL564249","[Not Available]"
"DPP4","CHEMBL237786","[Not Available]"
"DPP4","CHEMBL237337","[Not Available]"
"DPP4","CHEMBL235134","[Not Available]"
"DPP4","CHEMBL227954","[Not Available]"
"DPP4","CHEMBL218289","[Not Available]"
"DPP4","CAPTOPRIL","[Not Available]"
"DPP4","ENALAPRIL","[Not Available]"
"DPP4","CHEMBL386369","inhibitor"
"DPP4","CHEMBL1672127","inhibitor"
"DPP4","DENAGLIPTIN","inhibitor"
"DPP4","CHEMBL77538","inhibitor"
"DPP4","TRELAGLIPTIN SUCCINATE","inhibitor"
"DPP4","ALOGLIPTIN BENZOATE","inhibitor"
"DPP4","SITAGLIPTIN PHOSPHATE","inhibitor"
"MST1","TRETINOIN","[Not Available]"
"P2RX2","CHEMBL1672105","antagonist"
"BCHE","CHOLINE","product of"
"BCHE","TACRINE","inhibitor"
"BCHE","DIPIVEFRIN","potentiator"
"BCHE","ISOFLUROPHATE","inhibitor"
"BCHE","MALATHION","inhibitor"
"BCHE","HEXAFLUORENIUM","inhibitor"
"BCHE","DEMECARIUM","inhibitor"
"BCHE","EDROPHONIUM","inhibitor"
"BCHE","ECHOTHIOPHATE","inhibitor"
"BCHE","BAMBUTEROL","inhibitor"
"BCHE","PHYSOSTIGMINE","inhibitor"
"BCHE","PYRIDOSTIGMINE","inhibitor"
"BCHE","RIVASTIGMINE","inhibitor"
"BCHE","MIVACURIUM","[Not Available]"
"BCHE","BUTANOIC ACID","[Not Available]"
"BCHE","CHEMBL215344","[Not Available]"
"BCHE","PHENSERINE","inhibitor"
"BCHE","CHEMBL1208337","[Not Available]"
"BCHE","BUPIVACAINE","[Not Available]"
"BCHE","DONEPEZIL","[Not Available]"
"BCHE","IRINOTECAN","[Not Available]"
